Sample,Code,SIO2,TIO2,AL2O3,FEOT,MNO,MGO,CAO,NA2O,K2O,P2O5
OLZ-8,MG,51.68260959,15.19854105,1.613791205,11.3619159,0.309682747,5.147615443,10.3502856,3.131236666,0.853348015,0.254628037
OLZ-10,MG,52.19462747,13.31474911,1.44450076,11.59655347,0.329447542,6.543335023,10.72478459,2.75215408,0.83122149,0.207805373
OLZ-12,MG,52.07656926,15.34090909,1.535443723,10.96455628,0.304383117,5.279356061,10.57224026,2.94237013,0.706845238,0.199540043
OLZ-14,MG,52.43362832,15.1850362,1.659292035,11.52453741,0.306717619,4.726468222,9.940667739,3.026950925,0.839702333,0.28157683
OLZ-16,MG,51.87255826,15.62036912,1.337060488,10.57523912,0.293008218,6.075710629,10.51461673,2.845884413,0.639903004,0.154923885
OLZ-20,MG,52.51665433,13.88870197,1.655339479,11.97429513,0.339815625,5.669201265,10.07334634,2.792544243,0.841127784,0.174954579
OLZ-21,MG,52.37249429,14.61050495,1.613803603,11.45902055,0.304491246,5.2626237,10.22075615,3.004313626,0.827201218,0.243592997
OLZ-25,MG,51.88811189,15.11854,1.398601399,10.79652055,0.317243732,5.990107454,10.66689408,2.950707829,0.658366024,0.150093809
OLZ-27,MG,52.19819271,14.53954716,1.517920601,11.55954919,0.314752767,5.482790131,10.46806782,2.842928216,0.80211189,0.192912986
BF-10-MG,MG,52.98170587,15.26321149,1.639344262,10.84071547,0.329226487,4.761904762,9.754607474,3.38051115,0.838339612,0.210433425
BF-13-MG,MG,53.04751721,15.45813005,1.440219207,10.48586513,0.280692375,4.895408675,10.51928089,2.910512598,0.718438816,0.24393504
BF-25-MG,MG,53.91064257,13.65210843,1.495983936,11.38303213,0.3062249,5.692771084,10.04016064,2.567771084,0.740461847,0.210843373
